id,category,variant_name,type,pattern,scenario,impact,example
14621,Race conditions,Race conditions Variant 21,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #21: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14622,Race conditions,Race conditions Variant 22,State checked then changed,User-signed order executed with changed price,Race conditions variant #22: State checked then changed caused by User-signed order executed with changed price. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Two admins both calling acceptOwner().
14623,Race conditions,Race conditions Variant 23,State checked then changed,User-signed order executed with changed price,Race conditions variant #23: State checked then changed caused by User-signed order executed with changed price. Exploited to mev extraction.,MEV extraction,Bid outbid in same block without protection.
14624,Race conditions,Race conditions Variant 24,Order front-running,Two users racing to perform same privileged action,Race conditions variant #24: Order front-running caused by Two users racing to perform same privileged action. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Limit order filled after oracle move.
14625,Race conditions,Race conditions Variant 25,State checked then changed,Check-effects not applied atomically,Race conditions variant #25: State checked then changed caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14626,Race conditions,Race conditions Variant 26,Multi-tx commitment race,Check-effects not applied atomically,Race conditions variant #26: Multi-tx commitment race caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14627,Race conditions,Race conditions Variant 27,State checked then changed,Check-effects not applied atomically,Race conditions variant #27: State checked then changed caused by Check-effects not applied atomically. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Limit order filled after oracle move.
14628,Race conditions,Race conditions Variant 28,State checked then changed,Two users racing to perform same privileged action,Race conditions variant #28: State checked then changed caused by Two users racing to perform same privileged action. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Two admins both calling acceptOwner().
14629,Race conditions,Race conditions Variant 29,Order front-running,User-signed order executed with changed price,Race conditions variant #29: Order front-running caused by User-signed order executed with changed price. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14630,Race conditions,Race conditions Variant 30,Multi-tx commitment race,Check-effects not applied atomically,Race conditions variant #30: Multi-tx commitment race caused by Check-effects not applied atomically. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Limit order filled after oracle move.
14631,Race conditions,Race conditions Variant 31,Order front-running,Two users racing to perform same privileged action,Race conditions variant #31: Order front-running caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14632,Race conditions,Race conditions Variant 32,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #32: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14633,Race conditions,Race conditions Variant 33,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #33: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Bid outbid in same block without protection.
14634,Race conditions,Race conditions Variant 34,Order front-running,Check-effects not applied atomically,Race conditions variant #34: Order front-running caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
